age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,zscores
40,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,195,1,-1,0,unknown,no,-0.376148705026766
46,technician,married,secondary,no,2098,no,no,cellular,7,aug,110,2,-1,0,unknown,no,0.24163962693121396
43,blue-collar,single,primary,no,189,no,yes,telephone,22,jul,97,15,-1,0,unknown,no,-0.3853449162414515
47,admin.,married,secondary,no,3386,no,yes,cellular,10,jul,360,17,-1,0,unknown,no,0.6646653428067473
45,unemployed,married,secondary,no,1603,no,no,unknown,9,jun,164,2,-1,0,unknown,no,0.0790637501001666
33,management,single,tertiary,no,0,yes,no,cellular,2,feb,116,3,-1,0,unknown,no,-0.4474193419405787
50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no,-0.40176672198196134
40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,183,2,-1,0,unknown,no,-0.5567885681723742
34,technician,married,secondary,no,50,no,no,cellular,11,aug,106,3,-1,0,unknown,no,-0.43099753620006886
56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,462,4,-1,0,unknown,yes,-0.175802674992546
57,admin.,married,secondary,no,3927,no,no,cellular,13,oct,61,1,-1,0,unknown,no,0.8423492809190637
33,services,married,secondary,no,107,yes,yes,cellular,13,may,21,6,-1,0,unknown,no,-0.4122766776558876
42,admin.,married,secondary,no,101,yes,no,unknown,6,may,32,3,-1,0,unknown,no,-0.41424729434474883
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes,-0.1603661775964668
52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,2,96,7,failure,no,-0.30849086537586545
43,services,married,secondary,no,1450,yes,no,unknown,4,jun,227,2,-1,0,unknown,no,0.028813024534206505
50,blue-collar,married,secondary,no,464,no,yes,unknown,6,jun,426,2,-1,0,unknown,no,-0.2950249846686474
36,services,single,secondary,no,198,yes,no,cellular,11,may,496,1,-1,0,unknown,no,-0.3823889912081597
53,management,married,tertiary,no,657,no,no,cellular,11,aug,147,2,-1,0,unknown,no,-0.23163681451027945
59,retired,married,primary,no,6,no,no,cellular,7,aug,448,3,-1,0,unknown,no,-0.44544872525171747
38,services,married,secondary,no,2289,no,no,unknown,18,jun,89,5,-1,0,unknown,no,0.30437092485996153
32,technician,divorced,secondary,no,75,no,no,unknown,16,may,129,1,-1,0,unknown,no,-0.4227866333298139
33,admin.,married,secondary,no,258,yes,no,cellular,5,may,37,1,-1,0,unknown,no,-0.3626828243195479
43,blue-collar,married,unknown,no,117,yes,no,telephone,28,jan,170,2,240,1,other,no,-0.40899231650778567
26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77,1,2,2,other,no,-0.18401357786280093
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,-1,0,unknown,yes,-0.319329257164602
47,management,married,tertiary,no,4495,no,no,cellular,7,aug,156,8,-1,0,unknown,no,1.0289009941312555
39,technician,married,secondary,no,-475,yes,no,cellular,7,may,168,3,301,1,failure,no,-0.6034264964754221
48,blue-collar,married,primary,no,3837,no,yes,cellular,21,nov,120,1,-1,0,unknown,no,0.812790030586146
32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no,-0.376148705026766
40,technician,married,secondary,no,26,yes,no,unknown,16,may,230,3,-1,0,unknown,no,-0.43888000295551355
31,technician,divorced,secondary,no,0,yes,no,telephone,18,nov,194,2,-1,0,unknown,no,-0.4474193419405787
46,technician,married,secondary,no,6993,yes,no,cellular,17,apr,326,3,148,1,success,no,1.8493344089271264
29,admin.,single,secondary,no,468,yes,yes,unknown,23,may,353,1,-1,0,unknown,no,-0.29371124020940664
40,admin.,married,secondary,no,3126,yes,no,cellular,30,dec,110,3,232,2,failure,no,0.5792719529560961
47,housemaid,divorced,secondary,no,1565,no,no,cellular,5,feb,253,1,-1,0,unknown,no,0.06658317773737912
33,management,married,tertiary,no,3090,yes,no,unknown,21,may,162,1,-1,0,unknown,no,0.5674482528229291
53,retired,married,tertiary,no,183,yes,no,unknown,15,may,73,1,-1,0,unknown,no,-0.3873155329303127
52,blue-collar,married,secondary,no,782,yes,yes,cellular,20,apr,104,1,-1,0,unknown,no,-0.19058230015900487
33,self-employed,single,tertiary,no,4996,no,no,cellular,20,nov,230,1,-1,0,unknown,no,1.1934474876511638
38,blue-collar,single,secondary,no,3054,no,no,unknown,20,jun,24,11,-1,0,unknown,no,0.555624552689762
32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,unknown,no,-0.4241003777890547
57,retired,divorced,primary,no,698,no,no,telephone,1,jun,53,2,-1,0,unknown,no,-0.2181709338030614
31,blue-collar,single,secondary,no,-571,yes,no,cellular,28,jul,68,3,-1,0,unknown,no,-0.634956363497201
28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,no,-0.2969956013575086
38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown,yes,0.36283255329617653
37,management,married,tertiary,no,1094,yes,no,cellular,15,jul,101,2,-1,0,unknown,no,-0.08811023233822352
28,blue-collar,married,primary,no,420,no,yes,telephone,8,jul,65,3,-1,0,unknown,no,-0.30947617372029607
46,technician,single,tertiary,no,4414,no,no,cellular,18,aug,504,7,-1,0,unknown,yes,1.0022976688316294
34,blue-collar,single,primary,no,0,yes,no,unknown,8,may,323,1,-1,0,unknown,no,-0.4474193419405787
57,services,married,secondary,no,84,yes,no,unknown,15,may,59,1,-1,0,unknown,no,-0.41983070829652214
52,management,divorced,secondary,no,-607,yes,no,cellular,13,may,449,6,-1,0,unknown,no,-0.6467800636303681
32,technician,single,tertiary,yes,0,no,no,cellular,19,nov,122,2,-1,0,unknown,no,-0.4474193419405787
59,unknown,married,secondary,no,402,no,no,telephone,25,jul,69,5,-1,0,unknown,no,-0.31538802378687963
33,technician,married,secondary,no,390,yes,no,cellular,8,aug,151,2,-1,0,unknown,no,-0.319329257164602
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no,-0.2763041261244662
32,housemaid,married,primary,no,344,yes,no,unknown,9,may,85,2,-1,0,unknown,no,-0.334437318445871
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes,0.3923918036290942
44,technician,married,secondary,no,7863,no,no,cellular,26,aug,59,6,-1,0,unknown,no,2.1350738288119975
28,services,single,secondary,no,348,yes,no,unknown,21,may,86,2,-1,0,unknown,no,-0.33312357398663023
52,services,married,secondary,no,0,no,no,cellular,21,aug,202,4,-1,0,unknown,no,-0.4474193419405787
32,services,single,secondary,no,2459,yes,yes,unknown,23,may,162,1,-1,0,unknown,no,0.36020506437769495
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,2,180,6,failure,yes,-0.36136907986030714
57,housemaid,married,primary,no,3570,no,no,unknown,9,jun,233,2,-1,0,unknown,no,0.7250975879318234
39,management,single,tertiary,no,3281,no,no,unknown,9,jun,90,4,-1,0,unknown,no,0.6301795507516766
60,retired,married,secondary,no,7038,no,no,telephone,7,oct,138,4,-1,0,unknown,no,1.8641140340935853
42,services,divorced,secondary,no,444,no,no,cellular,21,nov,171,1,-1,0,unknown,no,-0.3015937069648513
30,blue-collar,single,secondary,no,23,yes,no,unknown,6,jun,36,24,-1,0,unknown,no,-0.43986531129994416
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes,0.1463931536362569
51,blue-collar,married,primary,no,19,no,no,cellular,26,aug,26,10,-1,0,unknown,no,-0.4411790557591849
34,services,single,secondary,no,215,no,no,cellular,28,jul,56,5,-1,0,unknown,no,-0.37680557725638636
60,management,married,tertiary,no,759,no,no,cellular,14,aug,136,2,-1,0,unknown,no,-0.1981363307996394
41,admin.,married,secondary,no,0,yes,no,unknown,6,may,160,3,-1,0,unknown,no,-0.4474193419405787
33,services,married,secondary,no,0,yes,no,unknown,5,may,54,1,-1,0,unknown,no,-0.4474193419405787
41,management,married,secondary,no,1956,no,no,cellular,4,may,114,6,168,11,other,no,0.19500169862816602
48,services,married,secondary,no,0,yes,no,cellular,2,apr,146,1,267,1,failure,no,-0.4474193419405787
43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no,-0.4474193419405787
58,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no,-0.43592407792222176
36,technician,single,secondary,no,-333,yes,yes,unknown,9,may,847,1,-1,0,unknown,no,-0.5567885681723742
56,management,married,tertiary,no,94,no,no,cellular,23,jul,530,3,-1,0,unknown,no,-0.4165463471484202
36,admin.,married,secondary,no,2278,yes,no,cellular,15,may,200,3,298,1,failure,no,0.30075812759704934
30,technician,single,secondary,no,1165,no,no,cellular,4,jun,204,2,183,3,success,yes,-0.06479126818669954
39,technician,married,secondary,no,394,no,no,cellular,11,aug,218,2,-1,0,unknown,no,-0.31801551270536116
34,technician,married,secondary,no,1569,no,no,cellular,11,aug,149,2,-1,0,unknown,no,0.06789692219661991
54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no,0.1483637703251181
34,blue-collar,single,secondary,no,-199,no,no,cellular,22,jul,78,10,-1,0,unknown,no,-0.5127781287878078
32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes,1.0811223363860767
51,admin.,married,secondary,no,513,yes,no,unknown,14,may,534,1,-1,0,unknown,no,-0.2789316150429478
39,unemployed,married,tertiary,no,1108,yes,no,cellular,18,nov,191,2,-1,0,unknown,no,-0.08351212673088075
25,technician,single,tertiary,no,148,no,no,cellular,23,jul,421,1,-1,0,unknown,no,-0.39881079694866955
40,technician,married,secondary,no,1159,no,no,telephone,21,oct,19,1,-1,0,unknown,no,-0.06676188487556073
34,services,single,secondary,no,267,no,no,cellular,8,jul,449,2,-1,0,unknown,yes,-0.3597268992862562
61,blue-collar,single,primary,no,433,no,no,cellular,5,feb,346,1,-1,0,unknown,no,-0.3052065042277635
58,blue-collar,married,secondary,no,279,no,no,cellular,8,jul,327,5,-1,0,unknown,no,-0.3557856659085338
40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,-1,0,unknown,no,-0.030633912246439094
46,management,single,tertiary,no,6651,no,no,cellular,23,mar,233,1,-1,0,unknown,no,1.7370092576620393
29,technician,single,secondary,no,0,no,no,cellular,28,jan,296,1,-1,0,unknown,no,-0.4474193419405787
40,admin.,married,secondary,no,0,yes,no,cellular,15,may,13,8,366,7,other,no,-0.4474193419405787
34,blue-collar,married,secondary,no,2926,yes,no,unknown,20,jun,90,25,-1,0,unknown,no,0.5135847299940568
50,management,married,tertiary,no,0,no,no,unknown,11,jun,916,1,-1,0,unknown,no,-0.4474193419405787
36,admin.,married,secondary,no,0,yes,no,unknown,27,may,578,2,-1,0,unknown,no,-0.4474193419405787
33,management,married,primary,no,142,yes,no,cellular,15,may,87,1,368,1,failure,no,-0.4007814136375307
46,services,married,secondary,no,6913,no,no,unknown,12,jun,781,2,-1,0,unknown,no,1.8230595197423107
37,admin.,married,secondary,no,1415,yes,no,cellular,12,may,214,2,-1,0,unknown,no,0.01731776051584962
45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes,-0.5771516072906063
36,blue-collar,married,secondary,no,63,yes,no,unknown,16,may,322,2,-1,0,unknown,no,-0.42672786670753626
36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,1,-1,0,unknown,yes,-0.023408317720614767
34,technician,married,secondary,no,6,yes,no,unknown,28,may,99,2,-1,0,unknown,no,-0.44544872525171747
52,technician,married,secondary,no,553,yes,no,telephone,11,oct,160,1,-1,0,unknown,no,-0.26579417045053993
58,management,divorced,tertiary,no,315,yes,no,cellular,17,nov,62,2,-1,0,unknown,no,-0.3439619657753667
54,management,divorced,tertiary,no,432,yes,no,cellular,6,may,160,1,-1,0,unknown,no,-0.3055349403425737
30,services,married,secondary,no,-111,yes,no,cellular,5,may,154,1,-1,0,unknown,no,-0.4838757506845105
54,admin.,married,unknown,no,217,no,no,telephone,17,nov,110,2,-1,0,unknown,no,-0.376148705026766
57,admin.,married,secondary,no,999,no,no,cellular,4,aug,68,1,-1,0,unknown,no,-0.1193116632451922
54,blue-collar,married,secondary,no,5372,yes,no,telephone,3,feb,221,2,-1,0,unknown,no,1.3169394668197978
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no,-0.09960549635658039
36,management,single,tertiary,yes,-559,yes,no,unknown,2,jun,71,2,-1,0,unknown,no,-0.6310151301194786
28,blue-collar,single,primary,no,-232,yes,no,unknown,30,may,557,2,-1,0,unknown,no,-0.5236165205765443
76,self-employed,married,unknown,no,4984,no,no,telephone,15,jun,126,3,48,2,success,no,1.1895062542734416
59,retired,married,primary,no,143,yes,no,unknown,19,jun,11,1,-1,0,unknown,no,-0.4004529775227205
73,retired,married,primary,no,9160,no,no,cellular,11,nov,516,2,90,3,other,no,2.5610554697208228
33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,unknown,yes,-0.012898362046688473
59,entrepreneur,married,tertiary,no,1553,no,yes,cellular,18,nov,79,2,-1,0,unknown,no,0.06264194435965677
49,services,divorced,secondary,no,315,yes,no,unknown,9,may,117,2,-1,0,unknown,no,-0.3439619657753667
36,management,single,tertiary,no,688,no,no,cellular,25,feb,293,3,268,2,failure,no,-0.22145529495116337
41,services,married,secondary,no,33,yes,yes,unknown,27,may,82,1,-1,0,unknown,no,-0.4365809501518422
47,management,married,tertiary,no,385,yes,no,cellular,17,apr,145,1,323,4,failure,no,-0.32097143773865294
57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,1,-1,0,unknown,yes,-0.030633912246439094
37,technician,married,secondary,no,1610,no,no,unknown,16,jun,140,2,-1,0,unknown,no,0.08136280290383797
27,technician,single,tertiary,no,4661,no,no,cellular,8,apr,114,1,-1,0,unknown,yes,1.083421389189748
43,admin.,married,secondary,no,388,yes,no,cellular,19,nov,111,2,-1,0,unknown,no,-0.3199861293942224
21,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes,-0.4070216998189245
37,blue-collar,single,secondary,no,1184,yes,no,cellular,20,nov,149,2,-1,0,unknown,no,-0.05855098200530581
39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,624,2,-1,0,unknown,no,-0.4132619860003182
34,services,married,unknown,no,746,no,no,unknown,27,jun,32,1,-1,0,unknown,no,-0.20240600029217196
38,housemaid,married,secondary,no,0,yes,no,unknown,6,may,59,3,-1,0,unknown,no,-0.4474193419405787
35,admin.,single,secondary,no,163,yes,no,unknown,12,jun,483,1,-1,0,unknown,no,-0.3938842552265166
45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,283,1,-1,0,unknown,yes,1.8493344089271264
36,blue-collar,married,secondary,no,142,yes,no,cellular,17,apr,251,1,-1,0,unknown,no,-0.4007814136375307
34,self-employed,single,tertiary,no,1943,yes,no,cellular,16,apr,478,2,-1,0,unknown,no,0.19073202913563347
41,management,married,tertiary,no,298,no,no,cellular,15,mar,209,2,315,4,failure,no,-0.34954537972714006
23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,failure,no,-0.33049608506814865
42,management,single,tertiary,no,3371,yes,yes,cellular,13,aug,284,1,92,2,failure,no,0.6597388010845943
25,services,single,secondary,no,7604,no,no,cellular,27,apr,107,1,-1,0,unknown,no,2.0500088750761565
33,technician,married,secondary,no,-805,no,no,cellular,7,jul,208,2,-1,0,unknown,no,-0.711810414362787
31,technician,single,tertiary,no,6138,yes,no,cellular,15,may,134,5,-1,0,unknown,no,1.5685215307644083
56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,75,4,-1,0,unknown,no,-0.3456041463494177
49,blue-collar,married,primary,no,-117,no,no,cellular,25,aug,53,6,-1,0,unknown,no,-0.48584636737337167
33,blue-collar,single,primary,no,165,yes,no,cellular,15,may,139,2,-1,0,unknown,no,-0.39322738299689625
31,technician,married,secondary,no,171,no,no,cellular,27,aug,81,3,-1,0,unknown,no,-0.391256766308035
35,management,single,tertiary,no,243,yes,no,unknown,12,may,102,3,-1,0,unknown,no,-0.36760936604170086
48,services,single,secondary,no,561,yes,no,cellular,12,may,214,1,358,2,other,no,-0.26316668153205836
56,admin.,divorced,primary,no,207,yes,no,unknown,3,jun,88,4,-1,0,unknown,no,-0.37943306617486794
55,management,married,tertiary,no,4777,no,yes,unknown,20,jun,12,3,-1,0,unknown,no,1.1215199785077308
28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes,0.44756907091720727
34,unknown,married,unknown,no,4535,no,no,cellular,6,aug,54,3,-1,0,unknown,no,1.0420384387236632
35,technician,married,secondary,no,353,no,no,cellular,28,aug,17,9,-1,0,unknown,no,-0.33148139341257926
39,management,married,tertiary,no,22,yes,no,unknown,2,jun,493,1,-1,0,unknown,no,-0.44019374741475437
36,blue-collar,married,secondary,no,418,yes,yes,cellular,13,may,132,2,-1,0,unknown,no,-0.3101330459499165
30,admin.,married,primary,no,9,yes,yes,cellular,16,apr,323,1,-1,0,unknown,no,-0.4444634169072869
27,blue-collar,married,primary,no,1535,yes,no,cellular,15,may,238,1,-1,0,unknown,no,0.05673009429307322
32,technician,married,secondary,no,599,no,no,cellular,19,nov,79,1,-1,0,unknown,no,-0.25068610916927087
31,management,single,tertiary,no,1,no,no,cellular,26,aug,107,5,-1,0,unknown,no,-0.4470909058257685
28,admin.,single,secondary,no,551,no,yes,cellular,8,jul,161,1,-1,0,unknown,no,-0.2664510426801603
33,technician,single,tertiary,no,516,no,no,cellular,22,aug,76,7,-1,0,unknown,no,-0.27794630669851716
25,student,single,tertiary,no,20,no,no,cellular,8,sep,127,2,-1,0,unknown,no,-0.4408506196443747
37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no,-0.4355956418074116
55,technician,divorced,secondary,no,0,no,no,unknown,5,may,160,1,-1,0,unknown,no,-0.4474193419405787
53,technician,married,secondary,no,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no,-0.21127377539204725
50,blue-collar,married,secondary,no,907,no,yes,cellular,16,jul,68,1,-1,0,unknown,no,-0.1495277858077303
32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,no,0.8134469028157664
44,blue-collar,married,primary,no,318,no,no,telephone,22,jul,287,2,-1,0,unknown,no,-0.34297665743093614
27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,unknown,yes,-0.27072071217269283
43,technician,single,secondary,no,326,yes,no,cellular,15,jul,87,8,-1,0,unknown,no,-0.34034916851245456
32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,unknown,yes,2.929232354423053
40,management,married,tertiary,no,20,yes,no,unknown,19,jun,106,2,-1,0,unknown,no,-0.4408506196443747
25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,unknown,yes,-0.32983921283852824
48,management,married,tertiary,no,60,no,no,telephone,7,may,376,2,339,7,failure,no,-0.4277131750519669
36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,-1,0,unknown,yes,-0.42081601664095275
36,admin.,single,secondary,no,0,no,no,cellular,4,feb,137,2,-1,0,unknown,no,-0.4474193419405787
49,entrepreneur,married,primary,no,563,no,no,unknown,19,jun,84,1,-1,0,unknown,no,-0.26250980930243795
34,management,married,tertiary,no,3167,yes,yes,cellular,21,nov,152,1,-1,0,unknown,no,0.5927378336633142
48,technician,divorced,secondary,no,0,no,no,cellular,21,aug,76,4,-1,0,unknown,no,-0.4474193419405787
50,blue-collar,married,primary,no,0,no,no,cellular,21,nov,281,2,191,2,failure,no,-0.4474193419405787
33,management,married,tertiary,no,2604,no,no,cellular,8,aug,167,2,-1,0,unknown,no,0.4078283010251735
56,technician,divorced,secondary,no,3450,no,no,cellular,10,aug,507,1,181,2,success,yes,0.6856852541545998
31,management,single,tertiary,no,34,no,no,cellular,22,aug,121,1,-1,0,unknown,no,-0.43625251403703197
38,management,married,secondary,no,3500,yes,no,cellular,16,jul,406,4,-1,0,unknown,no,0.7021070598951097
52,blue-collar,married,primary,no,9804,yes,yes,cellular,18,aug,155,4,-1,0,unknown,no,2.7725683276585893
31,blue-collar,single,tertiary,no,-701,yes,no,unknown,27,may,42,3,-1,0,unknown,no,-0.6776530584225265
34,admin.,married,tertiary,no,2552,yes,yes,cellular,25,sep,74,1,-1,0,unknown,no,0.39074962305504324
24,services,single,secondary,no,496,yes,no,cellular,3,apr,297,1,323,2,failure,no,-0.28451502899472114
30,admin.,divorced,secondary,no,891,no,no,cellular,15,may,340,2,368,1,failure,no,-0.15478276364469343
44,management,married,tertiary,no,1858,no,no,cellular,6,aug,113,4,-1,0,unknown,no,0.16281495937676674
38,services,married,secondary,no,43,yes,no,unknown,4,jun,213,1,-1,0,unknown,no,-0.43329658900374024
25,management,single,tertiary,no,323,no,yes,cellular,23,jul,98,1,-1,0,unknown,no,-0.34133447685688517
58,admin.,married,unknown,no,2180,no,no,cellular,18,aug,273,4,-1,0,unknown,no,0.2685713883456501
29,services,married,secondary,no,0,yes,yes,cellular,20,apr,204,3,-1,0,unknown,no,-0.4474193419405787
44,management,married,tertiary,no,0,no,no,unknown,13,may,27,1,-1,0,unknown,no,-0.4474193419405787
33,technician,single,secondary,no,0,no,no,cellular,26,aug,73,4,-1,0,unknown,no,-0.4474193419405787
43,services,married,secondary,no,488,yes,no,telephone,6,feb,8,6,-1,0,unknown,no,-0.2871425179132027
40,management,married,tertiary,no,640,yes,no,cellular,17,apr,202,2,-1,0,unknown,no,-0.2372202284620528
24,technician,single,secondary,no,-156,yes,no,cellular,18,may,4,2,-1,0,unknown,no,-0.49865537585096936
30,management,single,tertiary,no,112,yes,yes,cellular,12,may,451,2,349,2,failure,no,-0.41063449708183664
41,services,married,tertiary,no,881,no,no,cellular,30,oct,257,3,-1,0,unknown,yes,-0.1580671247927954
36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,25,jul,226,1,-1,0,unknown,no,0.016332452171419033
60,management,married,tertiary,no,11,no,no,unknown,18,jun,802,3,-1,0,unknown,no,-0.4438065446776665
42,blue-collar,married,secondary,no,1386,yes,no,cellular,29,jul,222,5,-1,0,unknown,no,0.007793113186353918
39,technician,married,tertiary,no,-276,no,yes,cellular,11,aug,121,4,-1,0,unknown,no,-0.538067709628193
50,management,married,tertiary,no,3327,no,no,cellular,25,aug,74,7,-1,0,unknown,no,0.6452876120329457
45,technician,married,secondary,no,59,yes,no,unknown,29,may,609,2,-1,0,unknown,no,-0.4280416111667771
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes,-0.05362444028315286
33,technician,married,secondary,no,241,yes,no,cellular,13,may,1108,3,-1,0,unknown,no,-0.36826623827132127
43,entrepreneur,married,secondary,no,0,yes,no,unknown,20,jun,113,1,-1,0,unknown,no,-0.4474193419405787
45,blue-collar,married,primary,no,678,no,no,cellular,5,aug,104,3,-1,0,unknown,no,-0.22473965609926533
46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,-1,0,unknown,yes,-0.4464340335961481
30,technician,married,secondary,no,854,yes,no,unknown,2,jun,163,2,-1,0,unknown,no,-0.1669348998926707
39,self-employed,married,tertiary,no,0,no,no,unknown,11,jun,904,4,-1,0,unknown,no,-0.4474193419405787
32,technician,married,secondary,no,524,no,no,cellular,19,nov,100,1,106,1,failure,no,-0.27531881778003564
55,housemaid,married,secondary,no,127,yes,no,telephone,21,jul,1130,8,-1,0,unknown,yes,-0.4057079553596837
51,blue-collar,married,primary,no,864,yes,no,cellular,13,may,321,1,-1,0,unknown,no,-0.16365053874456875
44,services,married,secondary,no,182,yes,yes,cellular,7,jul,209,4,-1,0,unknown,no,-0.3876439690451229
39,blue-collar,married,primary,no,477,yes,yes,cellular,21,nov,229,2,-1,0,unknown,no,-0.29075531517611486
46,management,married,tertiary,no,3082,no,no,telephone,4,may,157,3,-1,0,unknown,no,0.5648207639044475
28,management,married,tertiary,no,250,yes,no,cellular,21,jul,475,4,-1,0,unknown,no,-0.3653103132380295
43,blue-collar,divorced,secondary,no,16,yes,no,unknown,14,may,485,2,-1,0,unknown,no,-0.44216436410361554
44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no,0.38122497572554753
31,blue-collar,married,secondary,no,-325,yes,yes,unknown,27,may,389,2,-1,0,unknown,no,-0.5541610792538926
59,technician,married,primary,no,309,no,yes,cellular,29,jul,25,5,-1,0,unknown,no,-0.3459325824642279
41,blue-collar,married,secondary,no,271,yes,no,cellular,17,nov,148,2,172,2,failure,no,-0.35841315482701536
29,blue-collar,single,primary,no,-680,yes,no,unknown,9,may,117,2,-1,0,unknown,no,-0.6707559000115124
39,blue-collar,married,primary,no,398,yes,no,cellular,12,may,256,1,-1,0,unknown,no,-0.3167017682461204
45,services,married,secondary,no,-158,yes,no,telephone,29,jul,340,1,-1,0,unknown,no,-0.49931224808058977
31,management,married,tertiary,yes,0,no,no,cellular,14,jul,118,4,-1,0,unknown,no,-0.4474193419405787
45,services,married,primary,no,323,no,no,cellular,5,aug,197,1,-1,0,unknown,no,-0.34133447685688517
38,technician,divorced,secondary,no,1803,no,yes,cellular,17,jul,172,1,-1,0,unknown,no,0.14475097306220594
36,management,single,tertiary,no,0,yes,no,cellular,16,jul,155,2,-1,0,unknown,no,-0.4474193419405787
40,blue-collar,divorced,unknown,no,1171,yes,no,unknown,29,may,431,2,-1,0,unknown,no,-0.06282065149783837
30,management,single,tertiary,no,2708,no,no,cellular,19,nov,479,1,-1,0,unknown,no,0.4419856569654339
46,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,13,oct,92,1,327,1,failure,no,-0.05756567366087522
73,retired,married,primary,no,508,no,no,cellular,14,jun,154,4,97,1,success,no,-0.28057379561699874
31,management,single,tertiary,no,10215,no,no,cellular,22,aug,139,2,-1,0,unknown,no,2.90755557084558
47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,6,other,yes,-0.22966619782141828
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes,0.40027427038453894
33,technician,single,tertiary,no,2164,yes,no,cellular,18,may,8,11,-1,0,unknown,no,0.2633164105086869
37,management,married,tertiary,no,308,yes,no,unknown,7,may,96,3,-1,0,unknown,no,-0.34626101857903807
35,blue-collar,married,secondary,no,344,no,no,unknown,5,jun,25,1,-1,0,unknown,no,-0.334437318445871
29,blue-collar,married,secondary,no,3310,no,no,cellular,5,feb,276,2,-1,0,unknown,no,0.6397041980811723
40,retired,married,primary,no,630,yes,no,cellular,23,jul,177,2,-1,0,unknown,no,-0.24050458961015478
39,admin.,married,secondary,no,-234,no,yes,cellular,18,jul,75,1,-1,0,unknown,no,-0.5242733928061647
69,retired,divorced,secondary,no,4572,no,no,cellular,27,jan,185,2,92,3,success,no,1.0541905749716405
39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes,-0.22178373106597354
24,technician,single,secondary,no,-73,yes,no,cellular,18,may,7,2,-1,0,unknown,no,-0.471395178321723
52,management,married,tertiary,no,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no,-0.2585685759247156
37,blue-collar,married,unknown,no,0,yes,no,cellular,21,nov,184,1,-1,0,unknown,no,-0.4474193419405787
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,116,2,failure,yes,-0.36202595208992755
32,admin.,single,unknown,no,2692,yes,no,cellular,18,may,99,2,-1,0,unknown,no,0.4367306791284708
